commande_id;ligne;date_commande;client_id;produit_id;magasin_id;quantite;prix_unitaire;remise_pct;montant_brut;montant_net;frais_livraison;moyen_paiement;statut_commande;canal_vente
CMD-008442;1;2025-12-20 15:17:47;C0326;P045;M05;1;27398;10;27398;24658;15000;Espèces;Livrée;En magasin
CMD-002809;2;2024-09-19 07:13:31;C0016;P037;M06;1;12249;5;12249;11636;0;Mobile Money;Livrée;WhatsApp
CMD-004939;1;2025-02-06 22:28:11;C0393;P031;M08;5;278858;0;1394290;1394290;0;Mobile Money;Livrée;Web
CMD-006797;1;2025-08-25 18:09:10;C0214;P050;M08;1;6243;0;6243;6243;5000;Mobile Money;Livrée;Web
CMD-008694;1;2025-12-31 12:19:40;C0365;P004;M01;1;480524;5;480524;456497;10000;Carte bancaire;Livrée;Mobile App
CMD-001687;1;2024-05-25 16:51:11;C0207;P039;M05;2;13140;5;26280;24966;10000;Espèces;Livrée;Mobile App
CMD-003190;1;2024-10-20 12:45:26;C0116;P022;M02;5;39096;0;195480;195480;10000;Virement;Expédiée;WhatsApp
CMD-004930;1;2025-02-05 08:52:47;C0375;P003;M03;5;707496;5;3537480;3360606;0;Espèces;Livrée;En magasin
CMD-004144;1;2024-12-23 12:00:57;C0200;P041;M02;1;9549;0;9549;9549;5000;Mobile Money;Livrée;Web
CMD-000726;1;2024-02-20 16:58:26;C0122;P010;M01;2;50685;0;101370;101370;0;Espèces;Livrée;Mobile App
CMD-000634;1;2024-02-11 11:03:22;C0303;P026;M01;1;13601;10;13601;12240;10000;Espèces;Livrée;Mobile App
CMD-001418;1;2024-04-29 14:31:34;C0079;P013;M01;2;61505;15;123010;104558;0;Espèces;Livrée;En magasin
CMD-002286;1;2024-08-05 22:35:00;C0173;P043;M04;3;12750;15;38250;32512;15000;Espèces;Livrée;Mobile App
CMD-002695;2;2024-09-12 13:07:42;C0013;P028;M08;1;9077;0;9077;9077;0;Carte bancaire;Retournée;Web
CMD-005826;3;2025-05-03 13:55:26;C0493;P020;M07;3;67934;10;203802;183421;0;Virement;Retournée;Web
CMD-002250;1;2024-07-31 11:44:46;C0436;P017;M06;1;34116;0;34116;34116;5000;Mobile Money;En cours;Web
CMD-006423;1;2025-07-01 14:42:20;C0014;P020;M01;1;67934;20;67934;54347;10000;Mobile Money;Livrée;WhatsApp
CMD-003528;2;2024-11-24 18:05:28;C0213;P020;M02;2;67934;0;135868;135868;0;Mobile Money;Livrée;WhatsApp
CMD-002578;4;2024-09-06 14:17:47;C0125;P036;M02;1;50856;0;50856;50856;0;Mobile Money;Livrée;WhatsApp
CMD-005614;2;2025-04-13 09:27:59;C0282;P016;M08;2;51293;10;102586;92327;0;Mobile Money;Livrée;Mobile App
CMD-008674;1;2025-12-30 21:22:20;C0024;P018;M07;2;174549;5;349098;331643;10000;Mobile Money;Livrée;Web
CMD-003518;2;2024-11-23 22:06:41;C0141;P011;M06;5;90347;15;451735;383974;0;Mobile Money;Livrée;En magasin
CMD-001172;2;2024-04-04 09:14:01;C0233;P018;M07;1;174549;10;174549;157094;0;Espèces;Livrée;WhatsApp
CMD-006702;1;2025-08-11 13:26:52;C0270;P027;M03;1;6588;0;6588;6588;10000;Carte bancaire;Livrée;WhatsApp
CMD-005107;2;2025-02-22 21:06:19;C0195;P005;M01;1;33440;5;33440;31768;0;Carte bancaire;Livrée;Web
CMD-002655;1;2024-09-10 18:26:34;C0234;P037;M07;1;12249;10;12249;11024;5000;Mobile Money;Expédiée;WhatsApp
CMD-001337;4;2024-04-20 14:48:24;C0105;P015;M06;1;67057;10;67057;60351;0;Mobile Money;Livrée;Mobile App
CMD-003839;1;2024-12-11 19:38:34;C0086;P022;M03;2;39096;5;78192;74282;15000;Espèces;Livrée;Mobile App
CMD-006424;1;2025-07-01 21:47:08;C0436;P002;M04;1;916412;20;916412;733129;10000;Mobile Money;En cours;En magasin
CMD-004887;2;2025-02-01 11:00:30;C0329;P021;M03;3;124863;0;374589;374589;0;Mobile Money;Livrée;Mobile App
CMD-004190;1;2024-12-25 21:31:38;C0129;P020;M05;2;67934;0;135868;135868;5000;Espèces;Livrée;Web
CMD-007410;1;2025-10-02 15:02:05;C0276;P023;M05;2;15920;5;31840;30248;10000;Espèces;En cours;Mobile App
CMD-004823;1;2025-01-27 13:58:43;C0068;P021;M02;1;124863;0;124863;124863;5000;Espèces;Livrée;Mobile App
CMD-005562;1;2025-04-08 07:44:00;C0176;P031;M07;1;278858;0;278858;278858;5000;Carte bancaire;Livrée;WhatsApp
CMD-001663;1;2024-05-23 10:55:24;C0283;P027;M06;3;6588;0;19764;19764;5000;Espèces;Retournée;Mobile App
CMD-006386;1;2025-06-27 17:18:42;C0264;P039;M07;3;13140;5;39420;37449;15000;Espèces;Expédiée;En magasin
CMD-002213;1;2024-07-24 15:28:42;C0409;P045;M05;1;27398;0;27398;27398;10000;Carte bancaire;Livrée;Web
CMD-002300;1;2024-08-07 11:48:19;C0463;P024;M03;1;31656;20;31656;25324;0;Mobile Money;Livrée;Mobile App
CMD-004503;1;2025-01-10 10:21:34;C0002;P039;M01;3;13140;0;39420;39420;5000;Carte bancaire;Livrée;WhatsApp
CMD-003708;1;2024-12-05 14:39:06;C0444;P007;M01;2;43750;0;87500;87500;0;Virement;Annulée;WhatsApp
CMD-000215;1;2024-01-13 13:50:49;C0429;P020;M01;3;67934;0;203802;203802;10000;Mobile Money;Livrée;WhatsApp
CMD-000025;3;2024-01-02 15:07:28;C0424;P043;M06;2;12750;15;25500;21675;0;Mobile Money;Expédiée;Mobile App
CMD-003226;1;2024-10-24 20:33:28;C0060;P029;M01;3;6366;10;19098;17188;0;Carte bancaire;Livrée;Web
CMD-008480;1;2025-12-21 14:10:54;C0407;P049;M02;2;29143;10;58286;52457;15000;Mobile Money;Livrée;Mobile App
CMD-005726;1;2025-04-23 07:43:34;C0307;P041;M08;1;9549;15;9549;8116;5000;Espèces;Livrée;Mobile App
CMD-000746;1;2024-02-22 19:31:06;C0155;P023;M01;2;15920;5;31840;30248;10000;Carte bancaire;Livrée;Mobile App
CMD-007338;1;2025-09-28 21:24:02;C0417;P019;M02;2;26073;20;52146;41716;0;Espèces;Livrée;Mobile App
CMD-006219;3;2025-06-10 09:53:34;C0257;P025;M01;2;21713;20;43426;34740;0;Mobile Money;Livrée;Mobile App
CMD-002929;1;2024-09-27 18:39:35;C0057;P027;M01;1;6588;10;6588;5929;15000;Mobile Money;En cours;Mobile App
CMD-007132;2;2025-09-16 13:31:59;C0210;P044;M05;1;15635;20;15635;12508;0;Virement;Retournée;Mobile App
CMD-008375;1;2025-12-16 13:10:39;C0369;P003;M01;3;707496;5;2122488;2016363;5000;Mobile Money;Livrée;Mobile App
CMD-007405;1;2025-10-01 16:46:31;C0090;P031;M05;2;278858;0;557716;557716;0;Carte bancaire;Expédiée;Web
CMD-006785;2;2025-08-23 18:53:52;C0470;P045;M05;3;27398;10;82194;73974;0;Espèces;Annulée;Mobile App
CMD-001050;1;2024-03-22 09:46:51;C0456;P036;M06;2;50856;0;101712;101712;15000;Carte bancaire;Livrée;En magasin
CMD-003825;1;2024-12-10 08:00:57;C0094;P010;M02;1;50685;15;50685;43082;10000;Espèces;Livrée;Mobile App
CMD-004418;2;2025-01-05 21:53:02;C0447;P045;M07;3;27398;15;82194;69864;0;Virement;Retournée;WhatsApp
CMD-004057;2;2024-12-19 12:22:19;C0356;P047;M06;2;50490;5;100980;95931;0;Carte bancaire;Livrée;Web
CMD-006189;1;2025-06-07 11:03:05;C0451;P015;M01;5;67057;0;335285;335285;15000;Mobile Money;Annulée;Mobile App
CMD-001510;1;2024-05-08 08:29:36;C0219;P028;M06;1;9077;0;9077;9077;0;Mobile Money;Livrée;Web
CMD-007943;2;2025-11-20 15:25:14;C0384;P014;M06;1;87965;20;87965;70372;0;Carte bancaire;Retournée;Web
CMD-003672;3;2024-12-04 17:32:15;;P018;M07;1;174549;20;174549;139639;0;Espèces;Livrée;Mobile App
CMD-001704;2;2024-05-27 19:06:26;C0118;P014;M01;2;87965;5;175930;167133;0;Carte bancaire;Retournée;Mobile App
CMD-007910;1;2025-11-17 19:52:22;C0022;P028;M05;2;9077;15;18154;15430;5000;Mobile Money;Retournée;Web
CMD-006893;1;2025-09-03 08:07:58;C0108;P001;M07;3;251606;0;754818;754818;5000;Mobile Money;Annulée;Mobile App
CMD-006279;1;2025-06-16 17:56:13;C0419;P028;M08;1;9077;10;9077;8169;10000;Mobile Money;En cours;En magasin
CMD-001171;1;2024-04-04 18:04:01;C0098;P018;M05;1;174549;0;174549;174549;5000;Mobile Money;Livrée;WhatsApp
CMD-008232;3;2025-12-09 19:14:53;C0275;P028;M06;1;9077;15;9077;7715;0;Carte bancaire;Annulée;Web
CMD-000595;2;2024-02-07 21:06:53;C0002;P010;M06;1;50685;20;50685;40548;0;Espèces;En cours;WhatsApp
CMD-006452;2;2025-07-06 10:04:31;C0373;P048;M06;1;33807;15;33807;28735;0;Mobile Money;Expédiée;Web
CMD-002212;4;2024-07-24 20:20:37;C0015;P034;M07;5;190854;15;954270;811129;0;Carte bancaire;Livrée;WhatsApp
CMD-003952;1;2024-12-15 17:31:20;C0495;P037;M04;1;12249;0;12249;12249;10000;Carte bancaire;Livrée;Web
CMD-008672;4;2025-12-30 22:36:51;C0098;P033;M04;1;408208;0;408208;408208;0;Carte bancaire;Expédiée;WhatsApp
CMD-001303;1;2024-04-17 21:42:43;C0499;P023;M02;1;15920;5;15920;15124;0;Espèces;Livrée;Mobile App
CMD-004442;2;2025-01-06 09:48:59;C0138;P037;M06;2;12249;0;24498;24498;0;Carte bancaire;Livrée;Mobile App
CMD-000865;1;2024-03-04 08:53:33;C0209;P035;M05;3;25577;5;76731;72894;0;Virement;Livrée;Web
CMD-005720;1;2025-04-23 09:40:42;C0038;P015;M01;5;67057;10;335285;301756;0;Espèces;Livrée;Web
CMD-004088;1;2024-12-21 12:36:53;C0485;P021;M03;2;124863;0;249726;249726;5000;Carte bancaire;Expédiée;Mobile App
CMD-002589;1;2024-09-07 15:05:42;C0156;P020;M01;1;67934;15;67934;57743;0;Mobile Money;Livrée;Mobile App
CMD-000655;4;2024-02-13 17:02:29;C0351;P048;M01;5;33807;5;169035;160583;0;Carte bancaire;Annulée;En magasin
CMD-005725;1;2025-04-23 07:48:15;C0461;P033;M06;5;408208;0;2041040;2041040;15000;Mobile Money;Annulée;WhatsApp
CMD-005216;1;2025-03-05 11:03:30;C0043;P049;M01;1;29143;10;29143;26228;10000;Virement;Livrée;Mobile App
CMD-005794;1;2025-04-30 12:27:38;C0037;P039;M02;1;13140;0;13140;13140;0;Mobile Money;Retournée;Mobile App
CMD-000095;1;2024-01-06 20:53:33;C0004;P020;M02;1;67934;0;67934;67934;5000;Mobile Money;Livrée;Mobile App
CMD-000433;2;2024-01-26 21:48:07;C0165;P050;M01;1;6243;20;6243;4994;0;Mobile Money;Livrée;WhatsApp
CMD-004759;1;2025-01-24 09:10:27;C0026;P019;M01;1;26073;0;26073;26073;10000;Carte bancaire;Livrée;Mobile App
CMD-000059;1;2024-01-04 19:37:42;C0308;P004;M03;1;480524;10;480524;432471;10000;Mobile Money;Retournée;Web
CMD-000213;1;2024-01-13 19:45:21;C0157;P041;M07;3;9549;0;28647;1028646;5000;Carte bancaire;Annulée;Mobile App
CMD-005246;1;2025-03-09 20:53:29;C0201;P035;M01;2;25577;0;51154;51154;0;Mobile Money;Livrée;WhatsApp
CMD-006281;2;2025-06-16 20:44:22;C0442;P010;M06;1;50685;5;50685;48150;0;Carte bancaire;Livrée;Web
CMD-005188;2;2025-03-02 23:34:26;C0350;P047;M02;1;50490;10;50490;45441;0;Virement;Livrée;Web
CMD-002839;1;2024-09-21 13:27:57;C0120;P041;M01;2;9549;5;19098;18143;0;Mobile Money;En cours;Mobile App
CMD-001627;2;2024-05-20 12:13:23;C0356;P007;M07;3;43750;5;131250;124687;0;Carte bancaire;Livrée;Mobile App
CMD-000086;3;2024-01-06 08:57:57;C0003;P039;M04;1;13140;20;13140;10512;0;Virement;Livrée;Mobile App
CMD-007927;3;2025-11-19 09:34:21;C0492;P026;M04;1;13601;0;13601;13601;0;Espèces;Livrée;Web
CMD-005242;3;2025-03-08 11:01:24;C0324;P034;M05;1;190854;10;190854;171768;0;Virement;Livrée;Mobile App
CMD-007018;2;2025-09-10 16:56:50;C0142;P039;M08;5;13140;5;65700;62415;0;Virement;Retournée;Web
CMD-005822;1;2025-05-02 14:45:12;C0466;P004;M02;1;480524;20;480524;384419;15000;Espèces;Retournée;En magasin
CMD-004467;3;2025-01-08 09:26:36;C0180;P038;M01;1;33820;0;33820;33820;0;Espèces;Livrée;Mobile App
CMD-004094;2;2024-12-21 08:27:11;C0312;P003;M02;1;707496;5;707496;672121;0;Carte bancaire;Livrée;Mobile App
CMD-001537;2;2024-05-11 12:17:03;C0110;P041;M03;1;9549;20;9549;7639;0;Espèces;Livrée;Mobile App
CMD-004652;2;2025-01-18 20:01:09;C0339;P008;M05;1;115956;0;115956;115956;0;Mobile Money;En cours;Mobile App
CMD-006487;1;2025-07-10 10:11:51;C0230;P016;M02;1;51293;0;51293;51293;5000;Espèces;Livrée;Web
CMD-006688;2;2025-08-08 19:05:18;C0362;P028;M02;5;9077;0;45385;45385;0;Mobile Money;Expédiée;En magasin
CMD-002825;2;2024-09-21 19:04:50;C0240;P025;M06;5;21713;15;108565;92280;0;Carte bancaire;Livrée;Mobile App
CMD-003950;1;2024-12-15 12:36:00;C0281;P007;M01;5;43750;5;218750;207812;0;Virement;Expédiée;En magasin
CMD-003766;2;2024-12-07 09:37:34;C0374;P001;M06;5;251606;0;1258030;1258030;0;Mobile Money;Retournée;Web
CMD-002401;1;2024-08-21 13:38:42;C0181;P003;M07;2;707496;0;1414992;1414992;10000;Espèces;Livrée;Web
CMD-002199;1;2024-07-22 14:37:29;C0416;P008;M08;2;115956;0;231912;231912;10000;Espèces;Livrée;Web
CMD-007944;1;2025-11-21 14:39:48;C0480;P008;;1;115956;0;115956;115956;15000;Mobile Money;Livrée;Mobile App
CMD-001290;2;2024-04-15 13:24:14;C0079;P050;M06;5;6243;0;31215;31215;0;Mobile Money;Expédiée;Mobile App
CMD-004881;3;2025-01-31 10:10:13;C0036;P038;M04;5;33820;15;169100;143735;0;Espèces;Livrée;WhatsApp
CMD-007469;1;2025-10-08 18:00:01;C0052;P005;M07;1;33440;0;33440;33440;0;Mobile Money;Expédiée;Mobile App
CMD-000785;1;2024-02-25 20:26:10;C0334;P006;M06;2;350025;15;700050;595042;15000;Espèces;Livrée;WhatsApp
CMD-004516;1;2025-01-11 23:58:59;C0015;P038;M07;1;33820;0;33820;33820;0;Carte bancaire;Retournée;WhatsApp
CMD-006986;1;2025-09-08 13:57:30;C0474;P033;M01;2;408208;5;816416;775595;5000;Mobile Money;En cours;WhatsApp
CMD-005187;2;2025-03-02 22:26:45;C0491;P031;M01;1;278858;5;278858;264915;0;Mobile Money;Livrée;Mobile App
CMD-007973;1;2025-11-23 16:53:56;C0364;P045;M06;1;27398;0;27398;27398;10000;Mobile Money;Livrée;Web
CMD-007701;2;2025-10-30 19:11:35;C0279;P048;M03;3;33807;15;101421;86207;0;Mobile Money;Livrée;Mobile App
CMD-004295;1;2024-12-30 08:41:07;C0123;P005;M08;2;33440;0;66880;66880;10000;Carte bancaire;Annulée;En magasin
CMD-003766;3;2024-12-07 09:37:34;C0374;P035;M06;1;25577;5;25577;24298;0;Mobile Money;Retournée;Web
CMD-001948;2;2024-06-19 17:10:52;C0228;P041;M01;3;9549;15;28647;24349;0;Mobile Money;Livrée;Mobile App
CMD-002052;2;2024-06-30 21:27:32;C0203;P035;M01;1;25577;10;25577;23019;0;Espèces;Livrée;WhatsApp
CMD-007421;1;2025-10-03 22:05:08;C0199;P047;M07;2;50490;10;100980;90882;10000;Mobile Money;Livrée;Mobile App
CMD-002294;1;2024-08-07 23:00:11;C0045;P042;M06;3;7087;15;21261;18071;5000;Virement;Expédiée;En magasin
CMD-007830;1;2025-11-11 07:59:17;C0167;P018;M01;1;174549;20;174549;139639;10000;Virement;Livrée;Web
CMD-004820;2;2025-01-27 15:13:39;C0094;P031;M02;1;278858;10;278858;250972;0;Mobile Money;Annulée;WhatsApp
CMD-003257;3;2024-10-27 23:04:46;C0275;P002;M05;5;916412;0;4582060;4582060;0;Mobile Money;Livrée;En magasin
CMD-003596;2;2024-11-30 15:11:33;C0355;P011;M01;1;90347;0;90347;90347;0;Mobile Money;Livrée;WhatsApp
CMD-001567;1;2024-05-14 10:32:37;C0005;P006;M03;1;350025;20;350025;280020;5000;Virement;Livrée;Mobile App
CMD-008574;4;2025-12-26 22:02:04;C0194;P005;M01;2;33440;10;66880;60192;0;Carte bancaire;Expédiée;Mobile App
CMD-000505;1;2024-01-30 18:10:04;C0366;P030;M05;1;6536;0;6536;6536;15000;Espèces;Livrée;Web
CMD-004285;1;2024-12-29 17:32:07;C0097;P042;M01;1;7087;0;7087;7087;10000;Virement;Livrée;Web
CMD-003685;1;2024-12-04 20:51:12;C0319;P034;M03;1;190854;5;190854;181311;10000;Espèces;Livrée;Mobile App
CMD-004802;1;2025-01-26 15:25:50;C0415;P022;M03;3;39096;0;117288;117288;0;Carte bancaire;Livrée;Mobile App
CMD-006778;3;2025-08-22 17:14:34;C0008;P011;M03;1;90347;0;90347;90347;0;Mobile Money;En cours;Mobile App
CMD-001455;2;2024-05-02 07:42:27;C0215;P035;M07;3;25577;0;76731;76731;0;Virement;Retournée;Mobile App
CMD-005856;1;2025-05-06 19:39:23;C0175;P034;M07;3;190854;10;572562;515305;5000;Espèces;Annulée;Web
CMD-005849;1;2025-05-05 10:43:57;C0496;P006;M01;1;350025;0;350025;350025;0;Mobile Money;Livrée;Mobile App
CMD-003800;1;2024-12-09 23:22:38;C0070;P035;M08;2;25577;0;51154;51154;15000;Espèces;Retournée;Mobile App
CMD-001642;1;2024-05-21 18:56:48;C0056;P029;M03;3;6366;0;19098;19098;10000;Espèces;Livrée;Mobile App
CMD-001948;3;2024-06-19 17:10:52;C0228;P044;M01;2;15635;15;31270;26579;0;Mobile Money;Livrée;Mobile App
CMD-004798;1;2025-01-26 17:53:33;C0402;P006;M01;2;350025;10;700050;630045;0;Espèces;Expédiée;WhatsApp
CMD-005454;1;2025-03-29 18:23:48;C0089;P030;M02;2;6536;15;13072;11111;0;Carte bancaire;Livrée;En magasin
CMD-001097;3;2024-03-28 23:16:40;C0420;P036;M05;2;50856;15;101712;86455;0;Mobile Money;Livrée;Mobile App
CMD-004360;2;2025-01-02 21:09:39;C0034;P041;M07;2;9549;0;19098;19098;0;Virement;Livrée;Mobile App
CMD-007618;1;2025-10-22 23:25:24;C0357;P031;M07;2;278858;5;557716;529830;10000;Mobile Money;Livrée;Mobile App
CMD-007411;2;2025-10-02 07:09:40;C0010;P010;M01;1;50685;15;50685;43082;0;Espèces;Livrée;Mobile App
CMD-007748;1;2025-11-03 19:09:37;C0302;P001;M06;5;251606;10;1258030;1132227;0;Espèces;Livrée;Web
CMD-004010;1;2024-12-17 14:26:09;C0287;P009;M06;1;7913;10;7913;7121;0;Carte bancaire;Livrée;Mobile App
CMD-002973;1;2024-09-29 13:10:10;C0209;P044;M08;2;15635;20;31270;25016;0;Espèces;Expédiée;Web
CMD-000119;2;2024-01-08 20:42:40;C0449;P019;M02;2;26073;10;52146;46931;0;Mobile Money;Annulée;Mobile App
CMD-003926;3;2024-12-14 10:48:57;C0495;P029;M05;3;6366;0;19098;19098;0;Mobile Money;Livrée;En magasin
CMD-004134;1;2024-12-22 19:04:20;C0290;P021;M07;1;124863;10;124863;112376;5000;Espèces;Livrée;Web
CMD-005266;3;2025-03-10 15:31:13;C0090;P050;M05;1;6243;0;6243;6243;0;Mobile Money;Annulée;Web
CMD-002065;1;2024-07-01 23:27:53;C0136;P019;M06;1;26073;0;26073;26073;15000;Mobile Money;Retournée;Web
CMD-002427;1;2024-08-25 07:41:38;C0339;P033;M02;3;408208;0;1224624;1224624;10000;Mobile Money;Livrée;Mobile App
CMD-002415;2;2024-08-23 15:21:29;C0377;P014;M06;2;87965;20;175930;140744;0;Carte bancaire;Livrée;Mobile App
CMD-008614;3;2025-12-27 16:21:00;C0492;P013;M05;1;61505;5;61505;58429;0;Carte bancaire;En cours;Mobile App
CMD-006587;2;2025-07-24 19:32:46;C0282;P044;M02;1;15635;15;15635;13289;0;Mobile Money;Livrée;Web
CMD-001622;1;2024-05-19 09:18:18;C0416;P023;M01;3;15920;0;47760;47760;0;Virement;En cours;Mobile App
CMD-004148;2;2024-12-23 18:18:50;C0100;P029;M06;1;6366;0;6366;6366;0;Carte bancaire;Livrée;Mobile App
CMD-005658;2;2025-04-17 23:12:37;;P005;M01;1;33440;5;33440;31768;0;Espèces;Livrée;Mobile App
CMD-000767;2;2024-02-24 19:44:53;C0376;P011;M05;2;90347;10;180694;162624;0;Espèces;Expédiée;Mobile App
CMD-007316;2;2025-09-27 23:08:32;C0385;P004;M07;2;480524;0;961048;961048;0;Espèces;Livrée;WhatsApp
CMD-007929;1;2025-11-19 11:38:21;C0360;P016;M06;1;51293;5;51293;48728;5000;Mobile Money;Livrée;Mobile App
CMD-002439;3;2024-08-27 15:08:06;C0271;P029;M06;3;6366;10;19098;17188;0;Virement;Livrée;En magasin
CMD-000634;3;2024-02-11 11:03:22;C0303;P016;M01;1;51293;0;51293;51293;0;Espèces;Livrée;Mobile App
CMD-001847;3;2024-06-09 07:29:00;C0161;P009;M05;1;7913;5;7913;7517;0;Mobile Money;Retournée;Mobile App
CMD-003979;1;2024-12-16 14:45:46;C0238;P002;M02;3;916412;0;2749236;2749236;5000;Espèces;Livrée;Web
CMD-003500;2;2024-11-20 20:11:18;C0479;P045;M05;1;27398;5;27398;26028;0;Carte bancaire;Annulée;Mobile App
CMD-000851;3;2024-03-02 08:30:44;C0076;P006;M02;1;350025;0;350025;350025;0;Mobile Money;Retournée;WhatsApp
CMD-002425;2;2024-08-24 08:41:46;C0123;P018;M07;1;174549;0;174549;174549;0;Espèces;Livrée;Web
CMD-001673;3;2024-05-24 22:52:45;C0288;P048;M08;1;33807;0;33807;33807;0;Mobile Money;Livrée;En magasin
CMD-004643;1;2025-01-18 21:47:08;C0403;P024;M01;1;31656;0;31656;31656;0;Espèces;Expédiée;En magasin
CMD-000806;4;2024-02-27 22:53:25;C0278;P016;M01;2;51293;20;102586;82068;0;Mobile Money;Livrée;Web
CMD-005964;1;2025-05-17 13:41:47;C0194;P009;M02;2;7913;0;15826;15826;5000;Mobile Money;Expédiée;Mobile App
CMD-006663;2;2025-08-04 23:03:36;C0329;P025;M06;3;21713;5;65139;61882;0;Carte bancaire;Livrée;En magasin
CMD-000233;1;2024-01-14 22:02:21;C0113;P034;M03;1;190854;0;190854;190854;10000;Espèces;Livrée;Web
CMD-008074;2;2025-12-02 18:17:36;C0146;P048;M06;1;33807;0;33807;33807;0;Virement;Livrée;En magasin
CMD-005086;1;2025-02-20 23:16:56;C0464;P030;M06;5;6536;0;32680;32680;5000;Espèces;Livrée;Web
CMD-007570;3;2025-10-17 09:45:04;C0138;P050;M01;1;6243;0;6243;6243;0;Espèces;Livrée;Mobile App
CMD-002312;2;2024-08-09 21:06:31;C0483;P019;M02;1;26073;15;26073;22162;0;Mobile Money;Livrée;Mobile App
CMD-007354;1;2025-09-29 18:59:34;C0136;P044;M06;2;15635;0;31270;31270;5000;Espèces;Livrée;Web
CMD-005800;1;2025-04-30 14:46:53;C0424;P019;M01;1;26073;0;26073;26073;5000;Mobile Money;Livrée;Mobile App
CMD-002781;2;2024-09-18 14:19:36;C0469;P013;M02;1;61505;0;61505;61505;0;Mobile Money;En cours;En magasin
CMD-007953;1;2025-11-22 20:33:12;C0461;P019;M01;1;26073;5;26073;24769;10000;Espèces;Livrée;Mobile App
CMD-008207;3;2025-12-08 14:55:14;C0428;P023;M07;1;15920;5;15920;15124;0;Virement;Livrée;Mobile App
CMD-003872;2;2024-12-12 12:13:46;C0424;P006;M01;2;350025;15;700050;595042;0;Espèces;Livrée;Web
CMD-008233;1;2025-12-10 21:22:12;C0038;P003;M05;1;707496;0;707496;707496;15000;Mobile Money;Livrée;Web
CMD-000023;1;2024-01-02 21:30:52;C0113;P008;M01;1;115956;15;115956;98562;0;Mobile Money;Livrée;Mobile App
CMD-000542;1;2024-02-01 13:41:39;C0121;P008;M06;3;115956;0;347868;347868;5000;Espèces;Livrée;Web
CMD-008105;2;2025-12-03 12:23:05;C0395;P023;M02;1;15920;15;15920;13532;0;Carte bancaire;Retournée;Web
CMD-003016;3;2024-10-01 09:48:52;C0418;P037;M04;5;0;0;0;0;0;Espèces;Annulée;Web
CMD-000246;1;2024-01-14 12:43:15;C0384;P043;M04;1;12750;20;12750;10200;10000;Mobile Money;Livrée;WhatsApp
CMD-005943;3;2025-05-15 08:12:52;C0136;P003;M06;3;707496;0;2122488;2122488;0;Mobile Money;Annulée;Mobile App
CMD-007945;1;2025-11-21 14:50:19;C0338;P018;M08;5;174549;5;872745;829107;5000;Mobile Money;Livrée;Mobile App
CMD-005195;3;2025-03-03 10:53:38;C0396;P020;M07;2;67934;20;135868;108694;0;Mobile Money;Livrée;Mobile App
CMD-001627;1;31/13/2024;C0356;P025;M07;1;21713;0;21713;21713;5000;Carte bancaire;Livrée;Mobile App
CMD-005977;4;2025-05-18 14:09:09;C0200;P009;M08;1;7913;0;7913;7913;0;Espèces;Livrée;Web
CMD-007281;2;2025-09-25 16:14:06;C0292;P023;M06;1;15920;5;15920;15124;0;Carte bancaire;Annulée;Web
CMD-004321;4;2024-12-31 13:53:55;C0171;P047;M06;1;50490;10;50490;45441;0;Carte bancaire;Annulée;Web
CMD-003333;2;2024-11-03 11:05:18;C0099;P018;M05;1;174549;0;174549;174549;0;Virement;Livrée;Mobile App
CMD-002334;1;2024-08-11 13:21:11;C0219;P022;M03;1;39096;5;39096;37141;5000;Espèces;Retournée;En magasin
CMD-000939;1;2024-03-12 11:31:35;C0119;P033;M01;1;408208;0;408208;408208;10000;Virement;En cours;Mobile App
CMD-005968;3;2025-05-17 10:17:20;C0113;P034;M01;2;190854;20;381708;305366;0;Mobile Money;Livrée;En magasin
CMD-006190;4;2025-06-07 23:16:55;C0479;P011;M04;2;90347;0;180694;180694;0;Carte bancaire;Retournée;Web
CMD-003781;1;2024-12-08 17:50:58;C0024;P030;M07;2;6536;0;13072;13072;5000;Mobile Money;Livrée;En magasin
CMD-000137;1;2024-01-09 16:54:23;C0147;P014;M06;1;87965;10;87965;79168;0;Mobile Money;Livrée;Mobile App
CMD-007221;1;2025-09-22 21:18:04;C0022;P006;M07;1;350025;0;350025;350025;0;Espèces;Livrée;WhatsApp
CMD-001397;3;2024-04-27 07:01:40;C0041;P045;M01;1;27398;15;27398;23288;0;Virement;Expédiée;Mobile App
CMD-006932;1;2025-09-05 23:49:49;C0235;P012;M02;5;45114;0;225570;225570;5000;Virement;Expédiée;Web
CMD-000625;2;2024-02-10 08:33:10;C0302;P009;M02;2;7913;0;15826;15826;0;Espèces;Livrée;Mobile App
CMD-000370;1;2024-01-21 18:54:05;C0461;P006;M03;1;350025;15;350025;297521;5000;Virement;Annulée;WhatsApp
CMD-004160;3;2024-12-23 07:31:08;C0215;P042;M01;3;7087;20;21261;17008;0;Carte bancaire;Livrée;En magasin
CMD-004360;1;2025-01-02 21:09:39;C0034;P035;M07;1;25577;5;25577;24298;5000;Virement;Livrée;Mobile App
CMD-000327;4;2024-01-19 17:51:34;C0044;P050;M02;1;6243;0;6243;6243;0;Carte bancaire;Livrée;Mobile App
CMD-000837;2;2024-03-01 12:17:39;C0143;P038;M01;1;33820;0;33820;33820;0;Mobile Money;Livrée;Mobile App
